,I1,I2,I3,pIPO,pH,pL,p1day,Pmid,Y1,Y2,C1,C4,C7,C5p,C6p,T4p,T3p,T5p,S1p,S2p,S3p,C2,C3p,Industry_Bins
46,ARUN,"ARUBA NETWORKS, INC.",3577,11.0,10.0,8.0,14.1499996185303,9.0,0,1,-0.2439564108853579,0.6455895038879657,-0.30647062139734493,1.9161742274821487,1.5324592276400608,0.8349893119737252,0.21658403297375406,-0.24323488840894925,-0.6775128840642247,-0.7875099858100945,-1.4023024815211722,1.0,1,1
47,ASPV,Aspreva Pharmaceuticals CORP,2834,11.0,15.0,13.0,14.79,14.0,1,1,-1.5866953215634916,-0.14638137633735868,-0.11730999166596495,0.41021384349460455,-0.7599326711060854,-2.270832965534627,0.2941051243373781,0.665260645891672,0.3241923189259825,0.992482611036442,1.2101016213116824,1.0,1,1
48,ATEC,"Alphatec Holdings, Inc. ",3841,9.0,12.0,11.0,8.97999954223633,11.5,1,0,-0.047450636923320084,-0.92572966884103,-0.2959732459331647,-0.013683249080636109,-0.7599326711060854,-0.2623506820974585,0.08403132325131211,0.6311872586541838,1.3250598638492226,2.800010423546341,1.9771592982955548,1.0,1,1
49,ATHN,ATHENAHEALTH INC,7389,18.0,16.0,14.0,35.5,15.0,0,1,-0.4311827997136966,0.8431935089507351,-0.283570205452432,0.6067746226695535,1.4925560062449217,-0.11320844533388015,0.06223977261776641,0.2717281069029593,-1.1150901386143477,-0.9100144769384324,0.0975243014310015,1.0,1,2
50,ATRC,"AtriCure, Inc.",3841,12.0,14.0,12.0,14.0799999237061,13.0,1,1,-0.17133206435862286,0.24875675461309305,-0.9165278471105652,-0.491373399557781,-0.7599326711060854,-0.16049198056286745,0.07463370051446289,1.1153700441524683,1.2825757150610502,-0.2123739103727396,3.566870585555084,1.0,1,1
51,AUXL,AUXILIUM PHARMACEUTICALS INC ,2834,7.5,9.0,8.0,7.199999809265139,8.5,1,0,-0.3825107949657373,-2.0853017948624792,-1.214326090415146,-0.0106285145177643,-0.7599326711060854,-1.559448525035635,0.19130717368237188,0.7406761243872151,0.13441290179478946,-0.9574551851554766,1.5840355756475408,1.0,1,1
52,AVAV,AeroVironment Inc ,3721,17.0,16.0,14.0,23.9300003051758,15.0,0,1,-0.034185565217133285,-0.14522294842946573,0.046333310311796036,-0.6870941856677651,1.3453677309475294,0.12346483393605233,-0.17832180455855015,-1.477562059549705,0.5942313998810039,-0.9931659682910368,-1.0793450310589032,1.0,0,1
53,AVEO,AVEO PHARMACEUTICALS INC,2834,9.0,15.0,13.0,8.98999977111816,14.0,1,0,-0.4982269256041979,1.3092510012551866,-0.8842274307436723,-0.27839915054365866,-0.7599326711060854,0.931934651591446,0.12808444061878907,0.3686654882363848,0.7880780624926272,-0.8505984657353679,0.4736729124601107,1.0,1,1
54,AVGO,Broadcom Ltd ,3674,15.0,15.0,13.0,16.1800003051758,14.0,0,1,1.8249832531788817,1.6063021328149032,1.8143883447911349,0.780191806156048,1.1373685141370182,-1.0986522133199774,-0.016626921133822917,1.4481304852228096,0.3669722166043876,1.7626614271517045,0.9923687703060728,1.0,0,1
55,AVNC,"MiddleBrook Pharmaceuticals, Inc.",2834,10.0,14.0,12.0,10.0,13.0,1,0,-0.6591411985879103,2.550765460786584,-0.11730999166596495,0.017321418273770404,-0.7599326711060854,-0.7233203860728082,0.13240445595304112,1.468019023977587,-0.020930379538958082,-0.4932487310218823,0.3794775447834154,1.0,1,1
56,AVR,AVENTINE RENEWABLE ENERGY HOLDINGS INC,2869,43.0,43.0,40.0,38.37,41.5,0,0,-0.4311827997136966,-0.6818126079337979,1.3232951547860228,0.06450295257961343,0.9337477911956108,0.08504251388657161,0.028714454230563607,-2.323536077514421,1.2802839907464951,-1.259198294522143,0.14403306892860132,1.0,0,1
57,AVRX,AVALON PHARMACEUTICALS INC,2834,10.5,12.0,10.0,9.48999977111816,11.0,1,0,0.3473452014238937,-0.994739576423288,-1.7016933951288178,-0.4351441381296675,-0.7599326711060854,-1.2284289523448348,0.17382299449461522,0.5015721058911456,2.1738612189366404,-1.108258091247544,0.015205102155766887,0.0,1,1
58,AWAY,HOMEAWAY INC,7389,27.0,27.0,24.0,40.209999084472706,25.5,0,1,-0.12910442734541994,0.36674276242771997,0.15412795657867004,3.37658160826782,1.0769558366912584,1.255298176069351,-0.3823750223934843,-0.8892632930653258,-0.257371586687379,-1.1242986761038176,-0.08420063263116513,1.0,0,2
59,AWK,"American Water Works Company, Inc.",4941,21.0,26.0,24.0,20.6000003814697,25.0,1,0,1.131586606563754,-0.09733893845224753,2.0485010083734827,-0.6497927176633821,-0.7599326711060854,0.1069289416212791,0.2738633855491137,0.4849966905018062,0.6450608929045933,1.5196987675056794,0.03498239264918157,1.0,1,3
60,AYR,Aircastle LTD ,7359,23.0,23.0,21.0,26.600000381469695,22.0,0,1,-0.8574779173085202,0.16276993174747464,-0.6837773220400414,0.7988067601192221,0.9996938693837716,-0.32611287581954057,0.16994815257788548,0.16307392286126052,-0.22440194414136647,-0.9932569161802828,0.5859515651754929,1.0,1,2
61,BAGL,EINSTEIN NOAH RESTAURANT GROUP INC,5812,18.0,21.0,19.0,18.23,20.0,1,1,-1.0347873768491684,-0.1671864682321509,0.6860284606405737,-0.3798774821131736,-0.7599326711060854,-0.13217948489927347,0.20417414764963496,0.7245825119330671,1.2631618656521684,1.2649434687272003,1.0559170285264174,1.0,1,3
62,BAH,Booz Allen Hamilton Holding Corp,7373,17.0,19.0,17.0,19.25,18.0,1,1,0.3473452014238937,-0.6038199065698588,2.6946060261945837,1.7353969211718898,-0.7599326711060854,1.5714631235281542,0.02040534942846726,-0.315605338370662,0.2590494079704884,-0.31499258687396464,-1.294057117897648,1.0,1,2
63,BALT,Baltic Trading Ltd ,4412,14.0,16.0,14.0,13.960000038147,15.0,1,0,0.3256117124584085,1.2048139353878742,-0.11730999166596495,-2.103122332653121,-0.7599326711060854,-1.0207861699050635,0.5539959152127729,-0.08291918179503545,-2.3088865755087573,-0.07802071131650627,0.8516946731998122,1.0,1,3
64,BARE,BARE ESCENTUALS INC,2844,22.0,17.0,15.0,27.149999618530305,16.0,0,1,-0.4148105360895728,1.344397175038461,0.4191426891008093,0.7720757754472901,1.7413503125259275,0.8564823320358228,-0.06449912342488831,1.067536224771739,0.878214605696485,1.5249721526629354,0.9737368400934144,1.0,0,1
65,BAS,BASIC ENERGY SERVICES INC,1389,20.0,12.0,11.0,21.5,11.5,0,1,3.0215393880263237,0.1026339007692088,0.5368687533683384,-0.6925839882179723,2.04083960079295,-1.3390707269295303,0.06275119175079262,0.03847150215970502,0.5101348593316032,0.4772588026087399,-0.4605331922589019,1.0,0,3
66,BBBB,BLACKBOARD INC,7372,14.0,15.0,13.0,20.0100002288818,14.0,0,1,-0.20003529537417744,-0.060429927976225026,-0.17954776735260747,0.4102152696425525,-0.7599326711060854,-0.13776918272562508,0.045955612114481625,0.2150836702696864,-1.2923532743606498,-1.3727385702064725,-1.05401459406672,1.0,1,2
67,BBG,BILL BARRETT CORP,1311,25.0,23.0,20.0,29.0499992370605,21.5,0,1,1.131586606563754,0.3800963490535289,-0.2861359607576553,-0.3504624529687411,1.4165867565798114,-0.6196580674645981,0.09147191998955333,-0.1896984081271517,-1.3493590369770638,0.3955229907435581,0.10550259190606473,1.0,1,3
68,BBND,"BigBand Networks, Inc. ",3663,13.0,12.0,10.0,17.0,11.0,0,1,-0.5502370650344024,-2.136260202095704,0.18408738272895372,0.7328111852824205,1.4570578472107794,0.7538352846673974,0.1141220793098556,-0.06963879488487949,-1.4274515684786475,0.2835730398822339,0.1906202500154842,1.0,0,1
69,BBRG,"Bravo Brio Restaurant Group, Inc. ",5812,14.0,16.0,14.0,15.9499998092651,15.0,1,1,-0.11524177914812947,0.8872034657175445,0.5373016571610325,-1.4033448386295353,-0.7599326711060854,-0.7940242447567061,0.0690072914620648,-0.1283087298226708,0.9683545371525428,0.0960465306016694,-0.0029002493504051512,1.0,0,3
70,BBW,BUILD A BEAR WORKSHOP INC,5945,20.0,18.0,16.0,25.0499992370605,17.0,0,1,-0.6591411985879103,0.1093697662648542,0.2987847538480434,-0.7632463766472058,1.4460546204458482,-0.3821096340299268,0.07902604843187333,-1.5022046869045185,0.13443218521359038,-1.2407087218276305,-0.32768461682781724,1.0,0,3
71,BCOV,BRIGHTCOVE INC,7372,11.0,12.0,10.0,14.3000001907349,11.0,0,1,0.6286210814455352,1.3640807283198215,-0.4003054439560214,0.7078588973954453,-0.7599326711060854,0.11386926079368408,0.20642049979551344,0.6118105011338647,-1.5809364377400126,-0.4861754961115368,0.09512557789858714,1.0,1,2
72,BDAY,"CELEBRATE EXPRESS, INC",5961,15.5,15.0,13.0,16.7000007629395,14.0,0,1,-0.33513006121926786,0.3285636734292013,-0.6217791714913614,-1.1390947327297507,1.2700148998514882,0.4111128834967133,0.022149538779825912,-1.8899213955478016,-0.602393260130455,-0.8141878295364889,0.7287442044766301,0.0,1,3
73,BDE,"Bois d Arc Energy, Inc. ",1311,13.0,15.0,12.0,12.65,13.5,1,0,0.9481811786568128,0.7685849125174292,0.06131908773916656,0.4889513427387856,-0.7599326711060854,0.3407039305233752,0.15496355095073133,0.13884344518388306,-0.903856603367052,1.055449779202519,-0.09484003637049908,0.0,0,3
74,BEAT,"CardioNet, Inc. ",8090,18.0,20.0,18.0,17.7000007629395,19.0,1,0,0.9561572743643528,-1.4170966982745317,-0.3030332984095947,0.6457450140072329,-0.7599326711060854,-1.5799911581040298,0.0644749121383091,0.05270092998424663,-1.0422777077481091,0.4983102077051169,0.651694366685891,1.0,0,2
75,BECN,BEACON ROOFING SUPPLY INC,5033,13.0,14.0,12.0,10.6599998474121,13.0,0,0,-0.021014640024929726,0.3833427113223781,0.9377854479472908,-1.3736074966028102,-0.7599326711060854,-0.9570594847573084,0.09511335831581184,-0.8158970120432134,0.5130414810919055,-0.07470667753579899,-0.477702611962938,1.0,0,3
76,BFAM,BRIGHT HORIZONS FAMILY SOLUTIONS INC. ,8351,22.0,21.0,19.0,28.3199996948242,20.0,0,1,-0.3825107949657373,0.09444353057975498,1.4303524240331364,1.0546209831803208,1.2468066041715555,1.7270348054220983,-0.3061445526153245,-0.7613445623110554,-0.8908547095249484,-1.7377957147606289,1.3046354318432638,1.0,0,2
77,BFRM,BIOFORM MEDICAL INC,3841,8.0,11.0,9.0,8.550000190734862,10.0,1,1,-0.6220775211969932,0.11562728081609952,-0.8469909065427095,0.3561867377019083,-0.7599326711060854,-1.4014646043779782,0.26437982610114624,-0.08706200007569072,0.6959506917590872,0.7771242151540495,0.7658860135247167,1.0,1,1
78,BHRT,"U.S. Stem Cell, Inc.",8731,5.25,16.0,14.0,5.0,15.0,1,0,1.9336770065028523,-0.7296503599391533,-0.11730999166596495,2.618324651905376,-0.7599326711060854,0.2617133686935221,0.17889449156218087,-0.9933117046146428,-0.5469751464226955,-0.3474296316780406,-1.1167081437555029,0.0,1,2
79,BIOD,"ALBIREO PHARMA, INC.",2834,15.0,16.0,14.0,72.0,15.0,0,1,-0.3825107949657373,-0.12673639056155353,-0.11730999166596495,0.06576378203876339,-0.7599326711060854,-0.2396847939560825,0.2289786152092629,1.477917462986348,1.173955000731275,-0.3150202560990097,1.2848650420862655,1.0,1,1
80,BIOF,"Green Brick Partners, Inc.",2869,10.5,14.0,13.0,86.9935302734375,13.5,1,1,0.7290256032421352,-0.12714584817271676,-0.11730999166596495,1.0430194852693149,-0.7599326711060854,0.555222548812797,0.3940417319774852,-0.15683836513994,0.01575409280719841,-0.514949564665984,1.93663510632768,1.0,1,1
81,BKC,Burger King Holdings Inc,5812,17.0,17.0,15.0,17.5,16.0,0,1,-0.4148105360895728,-2.024807271297552,-1.6958802263955888,0.7264154904875064,1.0956100317974344,1.5944832552041182,-0.008799283589575095,0.9936286270263368,2.524061984939774,1.1964993570935634,-1.6114608036653577,1.0,0,3
82,BKRS,BAKERS FOOTWEAR GROUP INC,5661,7.75,8.0,7.0,8.29,7.5,0,1,3.0215393880263237,-1.64486372142752,0.08166778834766635,-0.9973504616066544,0.9110453653584047,-1.7493898618589034,-0.010567663939291441,-0.4345991909749344,-0.24362079325265815,0.553415392232866,0.9101114111172564,0.0,0,3
83,BLMN,"Bloomin' Brands, Inc. ",5812,11.0,15.0,13.0,12.4099998474121,14.0,1,1,0.05611310002214382,0.44447431284960537,2.5698492300133142,1.4432653876216628,-0.7599326711060854,1.6899457159678135,-0.24493158213250116,-0.10591218768403532,-0.1411300442787256,0.5398074603490263,-0.2548354545978399,1.0,0,3
