,I1,I2,I3,pIPO,pH,pL,p1day,Pmid,Y1,Y2,C1,C4,C7,C5p,C6p,T4p,T3p,T5p,S1p,S2p,S3p,C2,C3p
10,ADKU,"ADCARE HEALTH SYSTEMS, INC",-,,,,,,0,0,-0.17133206435862283,0.051853699657957615,-0.11730999166596494,-0.03298168999159897,-0.7599326711060854,-1.6727970153672966,0.07623228903765014,-2.2721479816263965,0.8598643507308651,-0.035430770633119224,-0.5516243536592109,1.0,0
11,ADLS,"Advanced Life Sciences Holdings, Inc.",2854,5.0,9.0,8.0,6.0,8.5,1,1,-0.288967550575633,0.24875675461309305,-2.1309778813682105,-0.8172096312447901,-0.7599326711060854,-1.1623607942958174,0.09745094371486474,1.5709274461615825,-0.06689532122177304,-0.6274949535378365,0.28823205610186314,1.0,1
12,ADZA,ADEZA BIOMEDICAL CORP,2835,16.0,16.0,14.0,19.7000007629395,15.0,0,1,0.0811314059323273,0.38009634905352885,-0.7800462522867992,0.24908220163932798,1.1156767583838205,0.7860084297225555,-0.14671451929561463,-0.783433860363064,-0.9373583037164421,-0.45928234627148684,0.9012686228356576,1.0,0
13,AFFY,AFFYMAX INC,2834,25.0,24.0,22.0,33.8800010681152,23.0,0,1,0.24755089534903524,-0.4259791968769775,-2.3999153228410472,0.057910543972376126,1.2006025277885082,-1.0245297296846267,0.3356970033894458,1.777892591996763,1.2723309318612772,0.8019941390230296,0.615314979363989,1.0,1
14,AGAM,"AGA Medical Holdings, Inc. ",3845,14.5,16.0,15.0,14.6000003814697,15.5,1,1,2.4594076095779025,0.4897613902390259,0.1506599870054598,-0.07015672795811667,-0.7599326711060854,-0.27207421399242887,-0.009884898988767954,-0.3287486936422076,0.07634766477320866,1.526057072659353,-0.7911246929480746,1.0,0
15,AH,R1 RCM INC. ,7389,12.0,16.0,14.0,13.55,15.0,1,1,1.0946914625168722,-2.8751197391739485,0.8719601400324067,1.8271117010913351,-0.7599326711060854,1.0707010713078178,-0.11575656143577871,-2.133673377808414,0.15617305329975972,-1.5463307350563111,-1.0827452700218116,1.0,0
16,AHII,"ANIMAL HEALTH HOLDINGS, INC.",5047,11.0,12.0,10.0,12.45,11.0,0,1,0.06866395062942372,-0.22264094658768202,0.9526184631485678,-1.259235041550607,-0.7599326711060854,-1.5128764070996885,-0.03299100833759586,0.059551353574022366,0.2520741431292333,-1.5256718379197105,0.5462210768782214,1.0,0
17,AIMC,Altra Industrial Motion Corp. ,3568,13.5,16.0,14.0,14.289999961853,15.0,1,1,-0.6591411985879103,-0.4259791968769775,0.6387043066428345,-1.022627640782446,-0.7599326711060854,0.04663580631984568,-0.29197828414620547,0.19903284887654163,0.659698461238112,0.998899044031619,0.16721037862840943,1.0,0
18,AIRV,AIRVANA INC,3661,7.0,10.0,8.0,7.17000007629395,9.0,1,1,-0.39858752145756304,0.9092868931866921,0.16243342495810184,1.4822352227050712,-0.7599326711060854,-0.23327732173150123,0.2532739024355368,-1.68568303124103,-0.7054351129865324,-1.3087433809106066,-1.0338770352670759,1.0,0
19,ALGT,Allegiant Travel CO ,4512,18.0,17.0,15.0,25.100000381469698,16.0,0,1,0.8914618561195627,-0.6233237581188473,0.017700033908931736,0.026017732501358685,1.3228435919205097,-1.498324014285592,-0.09960370879876147,-1.9857603730335467,-0.40708042185004745,-0.7980682772958547,-1.4218910073798383,1.0,0
20,ALIM,ALIMERA SCIENCES INC ,2834,11.0,17.0,15.0,11.0,16.0,1,0,0.6003368595691573,1.1702301537879132,-0.11730999166596494,0.4841579849673768,-0.7599326711060854,-0.03634866542052621,0.15131663095980832,0.4658322052421108,-0.20228063264422558,0.38632875183940835,0.6551371443138905,1.0,1
21,ALJ,"Alon USA Energy, Inc. ",2911,16.0,16.0,14.0,17.25,15.0,0,1,-0.6405103621271896,1.4418661361069565,1.818737088918977,0.34292940766782065,1.1156767583838205,-0.4358026965341348,-0.13423256742944006,-0.5311959502492497,-0.7145712799483585,-1.5317828286034054,-2.2427780042657486,1.0,0
22,ALLI,ALLION HEALTHCARE INC,8099,13.0,14.0,12.0,16.5,13.0,0,1,-0.8365737875131054,-0.15174729543941104,-0.3648453419609093,-0.492530558925775,-0.7599326711060854,-1.3222031121563438,0.08321164169711391,-0.5648191830741065,-0.4298188626735963,1.6352719584908288,1.1507148961064702,1.0,1
23,ALNY,"ALNYLAM PHARMACEUTICALS, INC.",2834,6.0,8.0,6.0,6.0100002288818395,7.0,1,1,-0.4148105360895728,0.878244743850021,-2.2487591637039377,0.05196133265141212,-0.7599326711060854,-0.3300390105792126,0.21822041866204955,0.8013392676620515,1.7785889438746734,-1.1106249051754147,1.3122364030009035,1.0,1
24,ALTU,Altus Pharmaceuticals Inc. ,2836,15.0,16.0,14.0,16.82,15.0,0,1,-0.2588360872194222,-0.2845626244094654,-1.4905064354187103,-0.47392296285987184,-0.7599326711060854,0.9984017239721767,0.04212824461046201,0.39369913206735924,1.118515793071123,-1.1291217918834073,-0.17102809941706149,1.0,1
25,ALXA,Alexza Pharmaceuticals Inc. ,2834,8.0,12.0,10.0,85.099983215332,11.0,1,1,-0.6779747706269023,-0.35301382237990936,-1.6564855545486254,0.18903305917050345,-0.7599326711060854,-0.3653885844050143,0.09598535259880574,0.7038763921993326,-0.3150084984558086,0.7052931044388163,1.279993309753442,1.0,1
26,AMBA,AMBARELLA INC ,3674,6.0,11.0,9.0,6.05999994277954,10.0,1,1,2.4594076095779025,-1.3791538466780975,-0.16666588735885327,0.2887167233069971,-0.7599326711060854,0.6582491550337658,0.323811363213151,0.6566463748339184,0.8380544765956378,-0.8728102792031743,1.9341631270304547,1.0,0
27,AMIS,AMIS HOLDINGS INC,3674,20.0,20.0,18.0,20.1000003814697,19.0,0,1,-1.5540240545813606,0.566790015921334,0.6046136461215045,-0.9453889721523205,1.043217997068486,0.07554408083243681,-10.484317730696766,0.27289148959855863,-1.3939303258374072,1.064448103364474,-0.05445976222996167,1.0,1
28,AMRC,"Ameresco, Inc.",4931,10.0,16.0,14.0,10.1700000762939,15.0,1,1,-0.08782585043102126,0.872508420496768,0.7503109698455175,0.4418224410410145,-0.7599326711060854,0.7260370817430876,0.05330594862228945,-0.35349424400202817,0.8566560132941553,0.05184458932761749,-0.4993075890473185,1.0,0
29,ANAC,"Anacor Pharmaceuticals, Inc.",2834,5.0,18.0,16.0,5.09000015258789,17.0,1,1,-0.6970159959897396,-0.7240540428002996,-0.9276372493838843,-1.1067590362487876,-0.7599326711060854,0.9654741931354258,0.19938776895275334,0.02412197176053318,1.6309084195631516,-0.10685715676655533,0.7207019981243271,1.0,1
30,ANFI,Amira Nature Foods Ltd. ,2000,10.0,15.0,13.0,9.579999923706051,14.0,1,0,-1.4906728195891379,-1.3791538466780975,0.41366556881118155,0.10883139323936261,-0.7599326711060854,0.3587091321169445,0.07357125055338697,0.07791167529655893,-0.20490191719701809,-1.5153315088065014,-0.4937319938148639,1.0,0
31,ANGI,"Angie's List, Inc. ",7379,13.0,13.0,11.0,16.2600002288818,12.0,0,1,-0.5327287478772624,-1.2971318933390488,-0.4096836010639414,1.087163682540937,1.1867451293321176,0.737675945570687,-0.24650138406753325,-0.4665978711115257,-0.4638022535716686,-1.059568573381276,-1.9224068942380563,1.0,1
32,ANGO,ANGIODYNAMICS INC,3841,11.0,14.0,12.0,12.5,13.0,1,1,-0.5502370650344024,0.41054600511799766,-0.6142755731096778,0.8767252765314779,-0.7599326711060854,-1.3521310355004434,-0.03913914139113431,0.24632560461129938,0.7634803452826202,-0.8435545920519731,0.6394827701697172,0.0,0
33,AONE,"B456 SYSTEMS, INC. ",3690,13.5,9.5,8.0,20.29,8.75,0,1,2.1318860380051485,2.4029880479560033,-0.3351750317105025,-0.16087688173748474,1.9004158986488198,-0.8580810045604677,0.27144260162903117,0.49661293155731,-0.11119434379354654,0.792569925449544,1.0714475762382087,1.0,1
34,AOSL,ALPHA & OMEGA SEMICONDUCTOR Ltd,3674,18.0,20.0,16.0,17.7000007629395,18.0,0,0,-1.9589384732146682,0.2783281416444852,0.2119066969208535,0.3005993136786962,-0.7599326711060854,1.0904271721694125,0.17782102949832213,0.45366965973910856,-0.31734340567291464,0.2736746768563783,0.6349081414704321,1.0,1
35,APEI,AMERICAN PUBLIC EDUCATION INC,8221,20.0,19.0,18.0,35.9199981689453,18.5,0,1,-0.36657748556886627,-0.6137404669171104,-0.5953318840986296,-0.0708178358703291,1.1778758995931233,-0.6431358593427302,0.10371994967081893,0.25736800296483553,-0.2905126100889928,-0.7419927411048004,-0.6125333817531092,1.0,0
36,APKT,ACME PACKET INC,3576,9.5,7.5,6.5,15.9099998474121,7.0,0,1,0.1661668278850553,1.5172147652378998,-0.642678369201931,0.5713010803338103,1.7210931188997334,0.03261185801150805,0.19024942001742007,0.6235718329324117,-0.6523567670573096,0.4719375437075756,0.23830050972544184,1.0,0
37,ARAY,ACCURAY INC CIK,3841,18.0,18.0,17.0,28.469999313354503,17.5,0,1,-0.48122612234621526,0.27189645903578175,-0.4634426999717211,-0.2979415310911318,0.8686617518567785,0.35798835680487995,0.09784016891807665,-0.53508269006389,-0.016876925195783127,-0.8028580990210565,-1.290327042272395,1.0,1
38,ARBX,ARBINET Corp,7389,17.5,16.0,14.0,116.0,15.0,0,1,0.4627095625187261,0.9104038641844503,0.8854067471275306,-0.034879535747108205,1.4251392801721647,-0.7112565563302503,0.015069815383313838,-0.9134365694844224,-0.3614100366887821,-0.3608267679777398,1.5578770229313454,1.0,0
39,ARCL,"Archipelago Learning, Inc.",8200,16.5,17.0,15.0,18.770000457763697,16.0,0,1,-0.6405103621271896,1.5333126912802548,-0.6962894016947954,0.13730729834346783,0.893167944365321,0.28328812728676894,-0.09596326868665728,0.30858629017544914,-0.3365361293127658,-1.627687938086017,-0.8103600263975819,1.0,0
40,ARCO,Arcos Dorados Holdings Inc. ,5812,17.0,15.0,13.0,21.2,14.0,0,1,-2.400543499174564,-0.0860158396608072,2.3357184849626225,-0.5805468811608359,1.5186064373515884,1.7290286499922534,-0.05551841462275464,0.15164460048482664,-0.1672161347908926,-0.15537874328783538,-1.7000053280579246,1.0,0
41,AREX,Approach Resources Inc,1311,12.0,16.0,14.0,12.5900001525879,15.0,1,1,-0.007936403736350104,-0.8494566759599739,-0.523525818905263,-0.8059812395859521,-0.7599326711060854,-0.4236539351281153,-0.016475131093443937,-0.6608951475482717,-0.8461977919964114,-0.04731823177275302,0.21410743777461305,1.0,0
42,ARII,"American Railcar Industries, Inc. ",3743,21.0,18.0,16.0,22.9549999237061,17.0,0,1,-1.6200723150717735,0.6748888316760653,0.9980665293374582,-0.9899792423994099,1.5544018261777715,0.5365346983932181,0.2416873170355248,-0.2703637023400016,0.43775546125425413,1.6730367747441948,0.9097537397397496,1.0,0
43,ARP,"ARC DOCUMENT SOLUTIONS, INC.",7334,13.0,16.0,14.0,13.75,15.0,1,1,-0.10148281717370532,-0.4291382316558891,-0.11730999166596494,-0.32972305329833446,-0.7599326711060854,-0.818058009534873,0.12500700199474954,0.5287050631654862,0.6481782970891597,0.8191029479000088,0.039849788104504284,1.0,0
44,ARST,ArcSight Inc ,7372,9.0,11.0,9.0,8.77999973297119,10.0,1,0,0.42154634552120784,-0.25548158082840705,-0.32558696553262345,0.3792899340688113,-0.7599326711060854,0.41695978711620235,-0.36721797868750744,-0.23731776358439813,-1.2662357226051857,0.09160159813712741,-0.037835040729933204,1.0,1
45,ARTE,ARTES MEDICAL INC,2834,6.0,14.0,12.0,7.67,13.0,1,1,1.0111403950844453,-0.3803081495637886,-0.11730999166596494,-0.21274074901172702,-0.7599326711060854,0.10270959936726791,-0.006646749916300659,1.1271565771796397,-0.4011078533015753,0.19405324050215245,0.5199601956243004,1.0,1
46,ARUN,"ARUBA NETWORKS, INC.",3577,11.0,10.0,8.0,14.1499996185303,9.0,0,1,-0.24395641088535788,0.6455895038879657,-0.306470621397345,1.9161742274821487,1.5324592276400608,0.8349893119737252,0.21658403297375403,-0.24323488840894925,-0.6775128840642247,-0.7875099858100945,-1.4023024815211722,1.0,1
47,ASPV,Aspreva Pharmaceuticals CORP,2834,11.0,15.0,13.0,14.79,14.0,1,1,-1.5866953215634916,-0.14638137633735868,-0.11730999166596494,0.41021384349460455,-0.7599326711060854,-2.270832965534627,0.2941051243373781,0.665260645891672,0.3241923189259825,0.9924826110364419,1.2101016213116824,1.0,1
48,ATEC,"Alphatec Holdings, Inc. ",3841,9.0,12.0,11.0,8.97999954223633,11.5,1,0,-0.04745063692332008,-0.9257296688410299,-0.2959732459331647,-0.01368324908063611,-0.7599326711060854,-0.2623506820974585,0.08403132325131211,0.6311872586541838,1.3250598638492226,2.8000104235463414,1.9771592982955548,1.0,1
49,ATHN,ATHENAHEALTH INC,7389,18.0,16.0,14.0,35.5,15.0,0,1,-0.4311827997136966,0.8431935089507351,-0.283570205452432,0.6067746226695535,1.4925560062449217,-0.11320844533388016,0.06223977261776641,0.2717281069029593,-1.1150901386143475,-0.9100144769384325,0.0975243014310015,1.0,1
50,ATRC,"AtriCure, Inc.",3841,12.0,14.0,12.0,14.0799999237061,13.0,1,1,-0.17133206435862283,0.24875675461309305,-0.9165278471105652,-0.491373399557781,-0.7599326711060854,-0.16049198056286745,0.07463370051446289,1.1153700441524685,1.2825757150610502,-0.2123739103727396,3.5668705855550837,1.0,1
51,AUXL,AUXILIUM PHARMACEUTICALS INC ,2834,7.5,9.0,8.0,7.199999809265139,8.5,1,0,-0.3825107949657373,-2.0853017948624792,-1.214326090415146,-0.010628514517764299,-0.7599326711060854,-1.559448525035635,0.19130717368237188,0.7406761243872151,0.13441290179478943,-0.9574551851554766,1.5840355756475408,1.0,1
52,AVAV,AeroVironment Inc ,3721,17.0,16.0,14.0,23.9300003051758,15.0,0,1,-0.03418556521713328,-0.14522294842946573,0.046333310311796036,-0.6870941856677651,1.3453677309475294,0.12346483393605233,-0.17832180455855015,-1.477562059549705,0.5942313998810039,-0.9931659682910368,-1.0793450310589032,1.0,0
53,AVEO,AVEO PHARMACEUTICALS INC,2834,9.0,15.0,13.0,8.98999977111816,14.0,1,0,-0.4982269256041979,1.3092510012551866,-0.8842274307436723,-0.27839915054365866,-0.7599326711060854,0.931934651591446,0.12808444061878907,0.3686654882363848,0.7880780624926272,-0.8505984657353679,0.4736729124601107,1.0,1
54,AVGO,Broadcom Ltd ,3674,15.0,15.0,13.0,16.1800003051758,14.0,0,1,1.824983253178882,1.6063021328149032,1.8143883447911349,0.780191806156048,1.1373685141370182,-1.0986522133199774,-0.01662692113382292,1.4481304852228096,0.3669722166043876,1.7626614271517045,0.9923687703060728,1.0,0
55,AVNC,"MiddleBrook Pharmaceuticals, Inc.",2834,10.0,14.0,12.0,10.0,13.0,1,0,-0.6591411985879103,2.550765460786584,-0.11730999166596494,0.017321418273770404,-0.7599326711060854,-0.7233203860728082,0.13240445595304112,1.468019023977587,-0.020930379538958082,-0.4932487310218823,0.3794775447834154,1.0,1
56,AVR,AVENTINE RENEWABLE ENERGY HOLDINGS INC,2869,43.0,43.0,40.0,38.37,41.5,0,0,-0.4311827997136966,-0.6818126079337979,1.3232951547860228,0.06450295257961343,0.9337477911956108,0.08504251388657161,0.028714454230563603,-2.323536077514421,1.280283990746495,-1.259198294522143,0.14403306892860132,1.0,0
57,AVRX,AVALON PHARMACEUTICALS INC,2834,10.5,12.0,10.0,9.48999977111816,11.0,1,0,0.3473452014238937,-0.9947395764232881,-1.7016933951288178,-0.4351441381296675,-0.7599326711060854,-1.2284289523448348,0.17382299449461522,0.5015721058911456,2.1738612189366404,-1.108258091247544,0.015205102155766889,0.0,1
58,AWAY,HOMEAWAY INC,7389,27.0,27.0,24.0,40.209999084472706,25.5,0,1,-0.12910442734541994,0.36674276242772,0.15412795657867004,3.37658160826782,1.0769558366912584,1.2552981760693507,-0.3823750223934843,-0.8892632930653258,-0.257371586687379,-1.1242986761038176,-0.08420063263116513,1.0,0
59,AWK,"American Water Works Company, Inc.",4941,21.0,26.0,24.0,20.6000003814697,25.0,1,0,1.1315866065637539,-0.09733893845224754,2.0485010083734827,-0.649792717663382,-0.7599326711060854,0.1069289416212791,0.2738633855491137,0.4849966905018062,0.6450608929045933,1.5196987675056794,0.03498239264918157,1.0,1
60,AYR,Aircastle LTD ,7359,23.0,23.0,21.0,26.600000381469698,22.0,0,1,-0.8574779173085202,0.16276993174747464,-0.6837773220400414,0.7988067601192221,0.9996938693837717,-0.32611287581954057,0.16994815257788548,0.16307392286126052,-0.22440194414136652,-0.9932569161802827,0.5859515651754929,1.0,1
61,BAGL,EINSTEIN NOAH RESTAURANT GROUP INC,5812,18.0,21.0,19.0,18.23,20.0,1,1,-1.0347873768491684,-0.1671864682321509,0.6860284606405737,-0.37987748211317357,-0.7599326711060854,-0.13217948489927347,0.20417414764963496,0.7245825119330671,1.2631618656521684,1.2649434687272003,1.0559170285264174,1.0,1
62,BAH,Booz Allen Hamilton Holding Corp,7373,17.0,19.0,17.0,19.25,18.0,1,1,0.3473452014238937,-0.6038199065698588,2.694606026194584,1.7353969211718898,-0.7599326711060854,1.571463123528154,0.020405349428467265,-0.31560533837066196,0.25904940797048837,-0.31499258687396464,-1.2940571178976479,1.0,1
63,BALT,Baltic Trading Ltd ,4412,14.0,16.0,14.0,13.960000038147,15.0,1,0,0.3256117124584085,1.204813935387874,-0.11730999166596494,-2.1031223326531214,-0.7599326711060854,-1.0207861699050635,0.553995915212773,-0.08291918179503545,-2.3088865755087573,-0.07802071131650627,0.8516946731998122,1.0,1
64,BARE,BARE ESCENTUALS INC,2844,22.0,17.0,15.0,27.149999618530302,16.0,0,1,-0.4148105360895728,1.344397175038461,0.4191426891008093,0.7720757754472901,1.7413503125259275,0.8564823320358228,-0.06449912342488831,1.067536224771739,0.878214605696485,1.5249721526629354,0.9737368400934144,1.0,0
65,BAS,BASIC ENERGY SERVICES INC,1389,20.0,12.0,11.0,21.5,11.5,0,1,3.0215393880263233,0.10263390076920881,0.5368687533683384,-0.6925839882179723,2.04083960079295,-1.3390707269295303,0.06275119175079263,0.03847150215970502,0.5101348593316032,0.47725880260873993,-0.4605331922589019,1.0,0
66,BBBB,BLACKBOARD INC,7372,14.0,15.0,13.0,20.0100002288818,14.0,0,1,-0.20003529537417744,-0.06042992797622503,-0.17954776735260747,0.4102152696425525,-0.7599326711060854,-0.13776918272562508,0.045955612114481625,0.21508367026968636,-1.2923532743606498,-1.3727385702064725,-1.05401459406672,1.0,1
67,BBG,BILL BARRETT CORP,1311,25.0,23.0,20.0,29.0499992370605,21.5,0,1,1.1315866065637539,0.38009634905352885,-0.2861359607576553,-0.35046245296874107,1.4165867565798114,-0.619658067464598,0.09147191998955331,-0.1896984081271517,-1.3493590369770638,0.39552299074355807,0.10550259190606472,1.0,1
68,BBND,"BigBand Networks, Inc. ",3663,13.0,12.0,10.0,17.0,11.0,0,1,-0.5502370650344024,-2.136260202095704,0.18408738272895375,0.7328111852824205,1.4570578472107794,0.7538352846673974,0.1141220793098556,-0.06963879488487949,-1.4274515684786477,0.2835730398822339,0.1906202500154842,1.0,0
69,BBRG,"Bravo Brio Restaurant Group, Inc. ",5812,14.0,16.0,14.0,15.9499998092651,15.0,1,1,-0.11524177914812947,0.8872034657175445,0.5373016571610325,-1.4033448386295353,-0.7599326711060854,-0.7940242447567061,0.0690072914620648,-0.1283087298226708,0.9683545371525427,0.09604653060166941,-0.002900249350405151,1.0,0
70,BBW,BUILD A BEAR WORKSHOP INC,5945,20.0,18.0,16.0,25.0499992370605,17.0,0,1,-0.6591411985879103,0.1093697662648542,0.2987847538480434,-0.7632463766472058,1.4460546204458482,-0.3821096340299268,0.07902604843187333,-1.5022046869045185,0.13443218521359038,-1.2407087218276303,-0.32768461682781724,1.0,0
71,BCOV,BRIGHTCOVE INC,7372,11.0,12.0,10.0,14.3000001907349,11.0,0,1,0.6286210814455352,1.3640807283198217,-0.4003054439560214,0.7078588973954453,-0.7599326711060854,0.11386926079368408,0.20642049979551344,0.6118105011338647,-1.5809364377400126,-0.48617549611153676,0.09512557789858714,1.0,1
72,BDAY,"CELEBRATE EXPRESS, INC",5961,15.5,15.0,13.0,16.7000007629395,14.0,0,1,-0.33513006121926786,0.32856367342920134,-0.6217791714913614,-1.1390947327297507,1.2700148998514882,0.4111128834967133,0.022149538779825912,-1.8899213955478016,-0.602393260130455,-0.814187829536489,0.7287442044766301,0.0,1
73,BDE,"Bois d Arc Energy, Inc. ",1311,13.0,15.0,12.0,12.65,13.5,1,0,0.9481811786568127,0.7685849125174292,0.061319087739166556,0.4889513427387856,-0.7599326711060854,0.3407039305233752,0.15496355095073133,0.13884344518388306,-0.903856603367052,1.055449779202519,-0.09484003637049908,0.0,0
74,BEAT,"CardioNet, Inc. ",8090,18.0,20.0,18.0,17.7000007629395,19.0,1,0,0.9561572743643527,-1.4170966982745317,-0.3030332984095947,0.645745014007233,-0.7599326711060854,-1.57999115810403,0.0644749121383091,0.05270092998424663,-1.0422777077481093,0.49831020770511686,0.651694366685891,1.0,0
75,BECN,BEACON ROOFING SUPPLY INC,5033,13.0,14.0,12.0,10.6599998474121,13.0,0,0,-0.021014640024929723,0.3833427113223781,0.9377854479472909,-1.3736074966028102,-0.7599326711060854,-0.9570594847573084,0.09511335831581183,-0.8158970120432134,0.5130414810919055,-0.07470667753579899,-0.47770261196293795,1.0,0
76,BFAM,BRIGHT HORIZONS FAMILY SOLUTIONS INC. ,8351,22.0,21.0,19.0,28.3199996948242,20.0,0,1,-0.3825107949657373,0.09444353057975498,1.4303524240331364,1.0546209831803208,1.2468066041715555,1.7270348054220985,-0.3061445526153245,-0.7613445623110554,-0.8908547095249484,-1.7377957147606289,1.3046354318432638,1.0,0
77,BFRM,BIOFORM MEDICAL INC,3841,8.0,11.0,9.0,8.550000190734862,10.0,1,1,-0.6220775211969932,0.11562728081609952,-0.8469909065427095,0.3561867377019083,-0.7599326711060854,-1.4014646043779782,0.26437982610114624,-0.08706200007569072,0.6959506917590872,0.7771242151540495,0.7658860135247167,1.0,1
78,BHRT,"U.S. Stem Cell, Inc.",8731,5.25,16.0,14.0,5.0,15.0,1,0,1.9336770065028523,-0.7296503599391533,-0.11730999166596494,2.6183246519053758,-0.7599326711060854,0.26171336869352213,0.17889449156218087,-0.9933117046146429,-0.5469751464226955,-0.3474296316780406,-1.1167081437555029,0.0,1
79,BIOD,"ALBIREO PHARMA, INC.",2834,15.0,16.0,14.0,72.0,15.0,0,1,-0.3825107949657373,-0.12673639056155353,-0.11730999166596494,0.06576378203876339,-0.7599326711060854,-0.23968479395608255,0.22897861520926294,1.4779174629863479,1.1739550007312747,-0.31502025609900974,1.2848650420862657,1.0,1
80,BIOF,"Green Brick Partners, Inc.",2869,10.5,14.0,13.0,86.9935302734375,13.5,1,1,0.7290256032421352,-0.12714584817271676,-0.11730999166596494,1.0430194852693147,-0.7599326711060854,0.555222548812797,0.39404173197748515,-0.15683836513994,0.01575409280719841,-0.514949564665984,1.9366351063276799,1.0,1
81,BKC,Burger King Holdings Inc,5812,17.0,17.0,15.0,17.5,16.0,0,1,-0.4148105360895728,-2.0248072712975516,-1.6958802263955888,0.7264154904875064,1.0956100317974344,1.5944832552041182,-0.008799283589575095,0.9936286270263369,2.524061984939774,1.1964993570935634,-1.6114608036653577,1.0,0
82,BKRS,BAKERS FOOTWEAR GROUP INC,5661,7.75,8.0,7.0,8.29,7.5,0,1,3.0215393880263233,-1.6448637214275201,0.08166778834766635,-0.9973504616066544,0.9110453653584047,-1.7493898618589034,-0.01056766393929144,-0.43459919097493444,-0.24362079325265817,0.553415392232866,0.9101114111172565,0.0,0
83,BLMN,"Bloomin' Brands, Inc. ",5812,11.0,15.0,13.0,12.4099998474121,14.0,1,1,0.05611310002214382,0.44447431284960537,2.5698492300133142,1.4432653876216628,-0.7599326711060854,1.6899457159678135,-0.24493158213250113,-0.10591218768403532,-0.1411300442787256,0.5398074603490263,-0.2548354545978399,1.0,0
84,BLOG,"BladeLogic, Inc",7372,17.0,17.0,16.0,25.0699996948242,16.5,0,1,-0.11524177914812947,-0.2960666685200649,-0.8125380560358959,0.6701993727967978,0.8847115397203847,-0.6041958478647703,0.15443857971597083,0.4887038278081882,-0.7658029490214474,-1.228960012402091,-0.3748935710183388,1.0,1
