,I1,I2,I3,pIPO,pH,pL,p1day,Pmid,Y1,Y2,C6p,C1,C3,C4,C5,C6,C7,T1,T2,T3,T4,T5,S1,S2,S3,C5p,LongSentences,RealWords,LongWords,PositiveWords,NegativeWords,UncertainWords,C2,C3p,Industry_Bins
10,ADKU,"ADCARE HEALTH SYSTEMS, INC",0,,,,,,0,0,0.0,-0.17133206435862286,-0.7919832385078605,0.05185369965795762,-0.1545531842374525,-0.13806864223998222,-0.11730999166596495,-0.8039338839035147,-1.0687570593860398,-1.0697360846851869,-1.147066808624961,-1.8716534785245589,-0.3750985134680793,-0.8239738140530384,-1.4016825698994455,-0.03298168999159897,-1.6727970153672966,0.0779793434148803,-2.272147981626396,0.859864350730865,-0.03543077063311922,-0.5516243536592109,1.0,0,3
11,ADLS,"Advanced Life Sciences Holdings, Inc.",2854,5.0,9.0,8.0,6.0,8.5,1,1,0.0,-0.288967550575633,3.4401699217480446,0.24875675461309305,-0.6933993936254207,-0.21224399292628016,-2.1309778813682105,-1.4297587179985352,-1.5525700740623476,-1.5508034565364641,-1.525146975679495,-1.0953246398023242,-1.3098946480349702,-1.5706139704791633,-1.5258024783735802,-0.8172096312447901,-1.1623607942958174,0.14425469603162624,1.5709274461615823,-0.06689532122177304,-0.6274949535378338,0.28823205610186314,1.0,1,1
12,ADZA,ADEZA BIOMEDICAL CORP,2835,16.0,16.0,14.0,19.7000007629395,15.0,0,1,6.666666666666668,0.0811314059323273,-0.5588696675133197,0.3800963490535289,-0.8375897485564279,-1.0480084373325596,-0.7800462522867992,-1.8496818097383756,-1.569221159084759,-1.6305470700714009,-1.4868150037199357,-1.9013539164924813,-1.7704390216847656,-1.4960742085954162,-1.2255998265704298,0.249082201639328,0.7860084297225555,-0.6137347294433771,-0.7834338603630638,-0.937358303716442,-0.4592823462714868,0.9012686228356576,1.0,0,1
13,AFFY,AFFYMAX INC,2834,25.0,24.0,22.0,33.8800010681152,23.0,0,1,8.695652173913043,0.24755089534903524,0.3784060576385125,-0.4259791968769775,-0.9688435860070104,-1.0659823309147511,-2.3999153228410472,-0.21587182627633736,-0.3478483902569843,-0.2527860842607662,-0.4834558090861399,0.3726939840175977,0.5335485474395127,0.2313301940237539,0.07192023172150765,0.057910543972376126,-1.0245297296846267,0.893619205450548,1.7778925919967494,1.272330931861277,0.8019941390230295,0.615314979363989,1.0,1,1
14,AGAM,"AGA Medical Holdings, Inc. ",3845,14.5,16.0,15.0,14.6000003814697,15.5,1,1,0.0,2.4594076095779025,-0.633670723907911,0.4897613902390259,0.6000805329305853,0.6917769099334843,0.1506599870054598,1.0233762245401452,1.1745407900512816,1.1463116331087322,0.8128403812791303,0.9514015729391536,0.9504400082202938,1.7683002537423391,0.6304066504536935,-0.07015672795811667,-0.2720742139924289,-0.19021647659972435,-0.3287486936422075,0.07634766477320865,1.5260570726593523,-0.7911246929480746,1.0,0,1
15,AH,R1 RCM INC. ,7389,12.0,16.0,14.0,13.55,15.0,1,1,0.0,1.0946914625168722,-0.6423317749876335,-2.8751197391739485,1.3364961695649828,0.26535622871976045,0.8719601400324067,0.814518152809067,1.0928271988814802,1.0161784832730223,1.062994207197126,0.09599206652118697,0.9504400082202938,-0.22194087611825775,0.3639520720331065,1.8271117010913351,1.0707010713078178,-0.5181948713189926,-2.1336733778084134,0.1561730532997597,-1.546330735056311,-1.0827452700218116,1.0,0,2
16,AHII,"ANIMAL HEALTH HOLDINGS, INC.",5047,11.0,12.0,10.0,12.45,11.0,0,1,0.0,0.06866395062942372,-0.5273115617778531,-0.222640946587682,-0.30337134232766266,0.4869858493193152,0.9526184631485678,-1.2958704439433322,-1.3598370944353135,-1.3924554654086998,-1.4995466117462004,-1.3811721443822629,-0.9724719651011088,-1.9029343860191583,-1.1416537197287109,-1.2592350415506068,-1.5128764070996883,-0.2619606348854884,0.05955135357402235,0.2520741431292318,-1.52567183791971,0.5462210768782214,1.0,0,3
17,AIMC,Altra Industrial Motion Corp. ,3568,13.5,16.0,14.0,14.289999961853,15.0,1,1,0.0,-0.6591411985879103,-0.6687661796408302,-0.4259791968769775,-0.3692337421668075,0.26535622871976045,0.6387043066428345,-0.3841245680798613,-0.18386675580843007,-0.3126552877894199,-0.3272480449589426,-0.08127704214604173,0.28875029729256274,0.4702547452759535,-0.01967328946495753,-1.022627640782446,0.04663580631984568,-1.059818720446871,0.1990328488765416,0.6596984612381119,0.9988990440316138,0.16721037862840946,1.0,0,1
18,AIRV,AIRVANA INC,3661,7.0,10.0,8.0,7.17000007629395,9.0,1,1,0.0,-0.39858752145756304,-0.009015876060259905,0.909286893186692,0.8964894284280651,0.015854408208487554,0.16243342495810184,0.4822111480790293,0.2608490894188552,0.3383048701396437,0.3536522045995707,-0.4153696705145836,-0.2702709526493661,-0.5802001703207268,-0.3334508476816025,1.4822352227050712,-0.23327732173150126,0.6332919441782925,-1.6856830312410298,-0.7054351129865294,-1.3087433809106064,-1.033877035267076,1.0,0,1
19,ALGT,Allegiant Travel CO ,4512,18.0,17.0,15.0,25.100000381469695,16.0,0,1,12.5,0.8914618561195627,-0.3048974319688306,-0.6233237581188473,-0.6104744583408239,-0.6627920830540641,0.017700033908931736,0.3873642888053183,-0.10769728767549233,-0.16793179254671875,-0.1389410701635847,-0.8610569233366411,-0.3397098482555242,-0.5123659311858897,-0.9295583965229098,0.026017732501358685,-1.4983240142855918,-0.4682796884279392,-1.9857603730335465,-0.4070804218500474,-0.7980682772958545,-1.4218910073798383,1.0,0,3
20,ALIM,ALIMERA SCIENCES INC ,2834,11.0,17.0,15.0,11.0,16.0,1,0,0.0,0.6003368595691573,0.10146858573869176,1.1702301537879132,0.0022484814929697406,-0.30121630439338165,-0.11730999166596495,0.1497686649454713,0.3158808916938785,0.3531269332275322,0.1219887485838277,0.5144402438518295,0.113980886112686,0.4984230666031185,0.7770459573621183,0.4841579849673768,-0.03634866542052621,0.3128441714818259,0.4658322052421107,-0.20228063264422555,0.3863287518394083,0.6551371443138874,1.0,1,1
21,ALJ,"Alon USA Energy, Inc. ",2911,16.0,16.0,14.0,17.25,15.0,0,1,6.666666666666668,-0.6405103621271896,-0.2802254997630474,1.4418661361069565,0.4729534015654157,0.2918726391000029,1.8187370889189767,0.8423786937141382,0.413713574980256,0.3355077062735933,0.5999670761951529,0.1920524157926803,-0.16925744531741066,-0.6266902333428565,-1.0072021112436194,0.34292940766782065,-0.4358026965341348,-0.5752338716491933,-0.5311959502492496,-0.7145712799483583,-1.5317828286034052,-2.2427780042657486,1.0,0,1
22,ALLI,ALLION HEALTHCARE INC,8099,13.0,14.0,12.0,16.5,13.0,0,1,0.0,-0.8365737875131054,-0.17056892995604295,-0.15174729543941104,-1.2005827799438735,-0.9615891008363372,-0.3648453419609093,-1.214205702463545,-1.3282381095134517,-1.3287733263462498,-1.386545689694042,-1.5588459961892562,-1.3098946480349702,-0.2026409862700234,-0.7804631132519118,-0.49253055892577496,-1.3222031121563438,0.09977054608712516,-0.5648191830740997,-0.4298188626735962,1.6352719584908286,1.1507148961064702,1.0,1,2
23,ALNY,"ALNYLAM PHARMACEUTICALS, INC.",2834,6.0,8.0,6.0,6.01000022888184,7.0,1,1,0.0,-0.4148105360895728,2.680660095094195,0.878244743850021,-0.5949457486993102,-0.6627920830540641,-2.2487591637039377,-1.4724622050633742,-1.3382753326993864,-1.3013725740813864,-1.3742032576467416,-1.100877357146883,-0.13637564364781335,-1.6482480090741796,-0.7087789493020917,0.05196133265141212,-0.3300390105792126,0.5229229001002617,0.8013392676620514,1.7785889438746731,-1.1106249051754145,1.3122364030009035,1.0,1,1
24,ALTU,Altus Pharmaceuticals Inc. ,2836,15.0,16.0,14.0,16.82,15.0,0,1,0.0,-0.2588360872194222,0.08457745341936594,-0.2845626244094654,-0.4879229383023595,-0.21224399292628016,-1.4905064354187103,-1.3455993758029705,-0.8005333307914387,-0.8107883139412956,-0.9766400722542378,-0.6441745717254519,0.022600489660759,-1.2241289174215828,-0.8789728569945771,-0.4739229628598718,0.9984017239721767,-0.02838247906930012,0.3936991320673592,1.1185157930711231,-1.1291217918834031,-0.17102809941706149,1.0,1,1
25,ALXA,Alexza Pharmaceuticals Inc. ,2834,8.0,12.0,10.0,85.099983215332,11.0,1,1,0.0,-0.6779747706269023,2.256675713334786,-0.35301382237990936,-0.3934218180053405,-0.5351684196226134,-1.6564855545486254,-1.3790677579248112,-0.9925422825299977,-0.9870954178575991,-1.300997179108073,-0.7407943957079761,-0.9724719651011088,-0.36216457825010173,-0.29234129232693484,0.18903305917050345,-0.3653885844050143,0.13967454184112355,0.7038763921993325,-0.3150084984558085,0.7052931044388188,1.2799933097534422,1.0,1,1
26,AMBA,AMBARELLA INC ,3674,6.0,11.0,9.0,6.05999994277954,10.0,1,1,0.0,2.4594076095779025,-0.4743355013739621,-1.3791538466780977,-0.2246799520152295,-0.4186571433409987,-0.16666588735885327,0.3092044702940613,0.26434184634477065,0.3702608153020635,0.4699619835586309,0.5440544115470658,0.7851238501500243,-0.30093271620150525,1.4808229390444103,0.2887167233069971,0.6582491550337658,0.8560092876447791,0.6566463748339183,0.8380544765956376,-0.8728102792031742,1.934163127030455,1.0,0,1
27,AMIS,AMIS HOLDINGS INC,3674,20.0,20.0,18.0,20.1000003814697,19.0,0,1,5.263157894736842,-1.5540240545813606,-0.4524493382992916,0.5667900159213339,1.054194363135036,1.7364364979889209,0.6046136461215045,0.476325685397944,0.5425083613713164,-3.1106151984524435,0.4452449235727376,0.6473094928542185,-0.5593527642451387,1.055743755810087,0.554404509693494,-0.9453889721523204,0.07554408083243681,-7.6646804434030695,0.2728914895985586,-1.3939303258374072,1.0644481033644742,-0.05445976222996622,1.0,1,1
28,AMRC,"Ameresco, Inc.",4931,10.0,16.0,14.0,10.1700000762939,15.0,1,1,0.0,-0.08782585043102126,-0.3894807595950821,0.8725084204967679,0.3322881465483198,0.07838992120006266,0.7503109698455175,1.1147497233124686,1.1498587997185048,1.1509817669380835,1.2314746809482155,0.9192184820176321,1.522921125019508,0.8604313520127245,0.8055647129141754,0.4418224410410145,0.7260370817430876,0.00645612505247366,-0.3534942440020281,0.8566560132941552,0.051844589327617485,-0.4993075890473185,1.0,0,3
29,ANAC,"Anacor Pharmaceuticals, Inc.",2834,5.0,18.0,16.0,5.09000015258789,17.0,1,1,0.0,-0.6970159959897396,-0.13297272040957134,-0.7240540428002996,-0.19103680642204185,0.5094911684328282,-0.9276372493838844,-0.3027122375737783,-0.021813581362756598,0.02975573746672914,-0.011294565113013973,0.008579015814899216,1.063759294153865,-0.0363083468424056,0.4764818423351548,-1.1067590362487876,0.9654741931354258,0.4637118786712008,0.024121971760533174,1.6309084195631514,-0.10685715676655533,0.7207019981243271,1.0,1,1
30,ANFI,Amira Nature Foods Ltd. ,2000,10.0,15.0,13.0,9.579999923706053,14.0,1,0,0.0,-1.490672819589138,-0.5997453371273987,-1.3791538466780977,0.17593073538250456,0.12427481415433506,0.4136655688111816,0.7696928891774191,0.8902451134442881,0.8993534318406439,0.7973368188444879,0.8808004551225489,0.5335485474395127,-0.321147384058424,0.5850299748225867,0.1088313932393626,0.3587091321169445,0.06967312650782373,0.07791167529655893,-0.20490191719701806,-1.5153315088065011,-0.4937319938148639,1.0,0,1
31,ANGI,"Angie's List, Inc. ",7379,13.0,13.0,11.0,16.2600002288818,12.0,0,1,8.333333333333332,-0.5327287478772624,-0.3962879245025465,-1.2971318933390488,0.7324069760063407,0.0931794395696215,-0.4096836010639414,0.3813874846367203,0.7722447189817467,0.6420208643543337,0.559662951944163,0.5407766933780289,0.2603147674009432,-0.09034360323664098,-0.4821059664259307,1.087163682540937,0.737675945570687,-0.920559952325788,-0.4665978711115256,-0.4638022535716685,-1.059568573381276,-1.9224068942380563,1.0,1,2
32,ANGO,ANGIODYNAMICS INC,3841,11.0,14.0,12.0,12.5,13.0,1,1,0.0,-0.5502370650344024,-0.6777324698827838,0.4105460051179977,-1.281657882488858,-1.923638842778932,-0.6142755731096778,-0.8262402299102225,-1.1688303263373159,-1.2036981181416488,-1.0780230734971163,-1.100877357146883,-0.5214705446060123,-1.355273591807951,-0.8540192498055151,0.8767252765314779,-1.3521310355004434,-0.2810351047780657,0.2463256046112993,0.7634803452826201,-0.843554592051973,0.6394827701697172,0.0,0,1
33,AONE,"B456 SYSTEMS, INC. ",3690,13.5,9.5,8.0,20.29,8.75,0,1,54.28571428571429,2.1318860380051485,1.5452188753443732,2.4029880479560037,1.4453364003920313,1.6526569676370917,-0.3351750317105025,0.5290956204954848,0.2332131695195105,0.317398318707359,0.19169307667371446,0.44768701284331053,0.113980886112686,0.6735411359148236,0.9443997544157386,-0.16087688173748474,-0.8580810045604677,0.6905788246688791,0.4966129315573099,-0.11119434379354652,0.7925699254495439,1.0714475762382087,1.0,1,1
34,AOSL,ALPHA & OMEGA SEMICONDUCTOR Ltd,3674,18.0,20.0,16.0,17.7000007629395,18.0,0,0,0.0,-1.958938473214668,-0.7819568780041691,0.2783281416444852,-0.4247473596911239,-0.6399604585633609,0.2119066969208535,-0.40467212169331707,-0.0031791216658935066,0.0404735237678802,-0.07471013747673376,0.1993259895271177,-0.2025261138946468,0.19959414200927084,0.44475068740653867,0.3005993136786962,1.0904271721694123,0.3959780593829669,0.4536696597391085,-0.3173434056729132,0.27367467685637825,0.6349081414704321,1.0,1,1
35,APEI,AMERICAN PUBLIC EDUCATION INC,8221,20.0,19.0,18.0,35.9199981689453,18.5,0,1,8.108108108108109,-0.3665774855688663,-0.6598781986105079,-0.6137404669171104,-0.7493400963040472,-0.7492114195502864,-0.5953318840986296,-0.32295039785481594,-0.4425760380857614,-0.4304706700784645,-0.4636401854140854,-0.31987377157612723,-0.5214705446060123,-0.7229479422857622,-0.7563655991675152,-0.0708178358703291,-0.6431358593427302,0.16385023096075418,0.2573680029648355,-0.2905126100889956,-0.7419927411048003,-0.6125333817531092,1.0,0,2
36,APKT,ACME PACKET INC,3576,9.5,7.5,6.5,15.9099998474121,7.0,0,1,35.714285714285715,0.1661668278850553,-0.8021093654308511,1.5172147652378998,0.7572454229679251,0.4495331627958812,-0.6426783692019311,0.5929941477834438,0.4910563518824359,0.5465637226608848,0.5353413942330424,0.7475453062901222,-0.07172892064597912,0.6735411359148236,0.6898938342983588,0.5713010803338103,0.03261185801150805,0.4350018534875199,0.6235718329324116,-0.6523567670573095,0.4719375437075756,0.23830050972544184,1.0,0,1
37,ARAY,ACCURAY INC CIK,3841,18.0,18.0,17.0,28.469999313354503,17.5,0,1,2.8571428571428568,-0.4812261223462153,-0.29867314737143313,0.2718964590357817,0.6537181124676626,0.8947075227113166,-0.4634426999717211,0.13732492193368878,0.1107942200734324,0.12496250179617603,0.2262012786360197,-0.08921137751905986,0.08383426978362625,-0.36216457825010173,-0.6388650452558736,-0.2979415310911318,0.35798835680487995,0.14547113436168874,-0.5350826900638899,-0.016876925195783123,-0.8028580990210564,-1.2903270422723951,1.0,1,1
38,ARBX,ARBINET Corp,7389,17.5,16.0,14.0,116.0,15.0,0,1,16.666666666666664,0.4627095625187261,0.08882659261655068,0.9104038641844504,-0.3112211781365605,-0.30420333054072346,0.8854067471275306,-0.8786872253953598,-1.016073954181552,-1.0351418929690734,-0.9544496047685574,-1.3445548222062786,-1.0178234809013302,-0.9578130408379136,-0.1723753074975793,-0.034879535747108205,-0.7112565563302503,-0.11262986696800205,-0.9134365694844288,-0.3614100366887821,-0.36082676797773977,1.5578770229313454,1.0,0,2
39,ARCL,"Archipelago Learning, Inc.",8200,16.5,17.0,15.0,18.770000457763697,16.0,0,1,3.125,-0.6405103621271896,-0.7621957258483155,1.5333126912802548,-0.2641334805915336,-0.3639950652717933,-0.6962894016947954,0.5232542856367196,0.9146322093630254,0.8483199403968052,0.5515674563294711,1.0034403749423957,0.4540608546519696,-0.3829755802493261,0.39652853202774463,0.13730729834346786,0.2832881272867689,-0.4570238778587138,0.3085862901754491,-0.3365361293127657,-1.6276879380860168,-0.8103600263975819,1.0,0,2
40,ARCO,Arcos Dorados Holdings Inc. ,5812,17.0,15.0,13.0,21.2,14.0,0,1,21.428571428571427,-2.4005434991745638,-0.3827188253531621,-0.0860158396608072,2.3956192372253167,2.9360411621162243,2.3357184849626225,0.7358700080494401,0.9591677366570392,0.9106344677382092,1.1879605171588163,0.9746244697028736,0.6110970292215187,0.6077540624484876,-0.1723753074975793,-0.5805468811608359,1.7290286499922534,-0.3318198698780299,0.1516446004848266,-0.16721613479089256,-0.15537874328783535,-1.7000053280579246,1.0,0,3
41,AREX,Approach Resources Inc,1311,12.0,16.0,14.0,12.5900001525879,15.0,1,1,0.0,-0.007936403736350104,-0.05680246503745956,-0.8494566759599739,-0.5726382759196339,-0.09042954271561866,-0.523525818905263,-0.8486485105456025,-0.9716846582765992,-1.0002723226950123,-0.8560380593606806,-1.2084999739674187,-1.2585845099852666,-0.7477373866335943,-0.8540192498055151,-0.8059812395859521,-0.4236539351281153,-0.21068837307249266,-0.6608951475482715,-0.8461977919964127,-0.04731823177275301,0.21410743777461305,1.0,0,3
42,ARII,"American Railcar Industries, Inc. ",3743,21.0,18.0,16.0,22.9549999237061,17.0,0,1,23.529411764705877,-1.6200723150717735,-0.7144091368711156,0.6748888316760653,-0.5534220171275785,0.0477376993869352,0.9980665293374582,1.1996477658259506,1.1915451921906846,1.2814351873900394,1.2459127892569704,0.991942123538176,1.237676017801363,1.865573009811012,1.7563296980503869,-0.98997924239941,0.5365346983932181,0.5967877174498483,-0.2703637023400016,0.4377554612542569,1.6730367747441943,0.9097537397397496,1.0,0,1
43,ARP,"ARC DOCUMENT SOLUTIONS, INC.",7334,13.0,16.0,14.0,13.75,15.0,1,1,0.0,-0.10148281717370533,-0.7919832385078605,-0.4291382316558891,0.40770674445619615,0.6522453314563889,-0.11730999166596495,0.3574215852484184,0.05332137175054523,0.0774687735220116,0.06022073826733194,0.2853764721607295,0.4807797344108125,0.5537394389894547,0.14322453040013575,-0.3297230532983345,-0.818058009534873,0.2304385995376257,0.528705063165486,0.6481782970891596,0.8191029479000086,0.039849788104504284,1.0,0,2
44,ARST,ArcSight Inc ,7372,9.0,11.0,9.0,8.77999973297119,10.0,1,0,0.0,0.42154634552120784,-0.7919832385078605,-0.25548158082840705,-0.002201890580244721,-0.2389215983862428,-0.32558696553262345,0.5929941477834438,0.9605380412973431,0.7734121169569039,0.6559163223805631,0.8057137414118357,-0.2025261138946468,0.762618592598513,0.9443997544157386,0.3792899340688113,0.4169597871162024,-1.2894236836587112,-0.2373177635843981,-1.2662357226051857,0.0916015981371274,-0.0378350407299332,1.0,1,2
45,ARTE,ARTES MEDICAL INC,2834,6.0,14.0,12.0,7.67,13.0,1,1,0.0,1.0111403950844453,0.09727201336190404,-0.3803081495637886,-0.8579102575877553,-0.7744429729952872,-0.11730999166596495,-1.206120310823985,-0.8754178757985903,-0.9010756037932736,-1.0439451161648772,-0.4553057804430901,-0.9279527050609262,-0.5347319950518892,-0.5706279842067781,-0.21274074901172704,0.10270959936726792,-0.1801547687696831,1.1271565771796392,-0.4011078533015752,0.1940532405021524,0.5199601956243004,1.0,1,1
46,ARUN,"ARUBA NETWORKS, INC.",3577,11.0,10.0,8.0,14.1499996185303,9.0,0,1,22.222222222222214,-0.2439564108853579,-0.6510671707625162,0.6455895038879657,1.1100772322557315,-0.03344078906251037,-0.30647062139734493,-0.27584484029950473,0.03692460647063393,0.09597853551077784,-0.020305180939089017,-0.04189879278739416,-0.41095285238900586,-0.403994075073665,-0.7804631132519118,1.9161742274821487,0.8349893119737252,0.5177756351366439,-0.2432348884089492,-0.6775128840642232,-0.7875099858100943,-1.4023024815211722,1.0,1,1
47,ASPV,Aspreva Pharmaceuticals CORP,2834,11.0,15.0,13.0,14.79,14.0,1,1,0.0,-1.5866953215634916,-0.09671610461999512,-0.14638137633735868,0.0765972615297222,-0.17452220362793106,-0.11730999166596495,-1.6927495011730056,-1.769741319619481,-1.721301740615441,-1.9927599559642304,-1.665880618822024,-1.3098946480349702,-0.9578130408379136,-1.341707358881242,0.41021384349460455,-2.270832965534627,0.7621124246405503,0.6652606458916719,0.32419231892598244,0.9924826110364418,1.2101016213116824,1.0,1,1
48,ATEC,"Alphatec Holdings, Inc. ",3841,9.0,12.0,11.0,8.97999954223633,11.5,1,0,0.0,-0.047450636923320084,1.55329564281301,-0.92572966884103,0.14370341058238065,0.16818153346312148,-0.2959732459331647,3.1308178701789084,3.170060971067028,3.186481957260123,3.1419408627605896,3.3216419091494798,3.1660484889433653,3.091840624683352,3.1052838368815707,-0.013683249080636109,-0.2623506820974585,0.1023303302798412,0.6311872586541836,1.325059863849222,2.800010423546341,1.9771592982955548,1.0,1,1
49,ATHN,ATHENAHEALTH INC,7389,18.0,16.0,14.0,35.5,15.0,0,1,20.0,-0.4311827997136966,-0.5429682915054758,0.8431935089507351,0.024232434313263117,-0.3561299010411323,-0.283570205452432,0.02412036349705866,-0.10686227797235744,-0.1074832813319832,-0.011294565113013973,0.02395237896582941,-0.7990295245139014,-0.5802001703207268,0.017302887226212867,0.6067746226695535,-0.11320844533388015,0.034316310658677684,0.27172810690295923,-1.1150901386143472,-0.9100144769384324,0.0975243014310015,1.0,1,2
50,ATRC,"AtriCure, Inc.",3841,12.0,14.0,12.0,14.0799999237061,13.0,1,1,0.0,-0.17133206435862286,-0.2096075330622688,0.24875675461309305,-1.1998901547210628,-0.9615891008363372,-0.9165278471105652,-1.4724622050633742,-1.3112931729163764,-1.3141135568712117,-1.3374207787775951,-0.9598965331638878,-0.3750985134680793,-1.1312860563783271,0.4606573251362856,-0.491373399557781,-0.16049198056286745,0.07298933400021942,1.1153700441524683,1.2825757150610513,-0.21237391037273956,3.566870585555084,1.0,1,1
