,pIPO,pH,pL,p1day,C1,C3,C4,C5,C6,C7,T1,T2,T3,T4,T5,S1,S2,S3
10,0.44235372139993356,0.5300744047619046,0.5321902901785714,0.7216881292395515,0.5717802061536076,0.8451674119940379,0.5042232267103278,0.4982972651192298,0.535914135981785,0.016308286970254455,0.2785515320334262,0.3062701629580611,0.3049250341780876,0.2962633451957295,0.20403825717322,0.3576956147893379,0.20011117287381877,0.1871345029239766
11,0.08163265306122447,0.125,0.1875,0.16696232194653493,0.3641943734015345,0.0,0.551736751986992,0.1542273819296341,0.29184081971798725,8.017488293000477e-06,0.16852367688022285,0.23405575316403343,0.23500966025286135,0.24110320284697506,0.298328663897208,0.2063628546861565,0.0933852140077821,0.17153996101364521
12,0.5306122448979591,0.5625,0.5625,0.5481929782881481,0.47468030690537083,0.563888888888889,0.5763130141984775,0.1330910246499804,0.14535701059312878,0.0008612281631810472,0.10306406685236769,0.23173959798163624,0.22429864304518285,0.24644128113879,0.20094676842817122,0.15133276010318145,0.10227904391328516,0.21052631578947367
13,0.8979591836734694,1.0,1.0,0.9427806076472662,0.5319693094629155,0.10833333333333345,0.42548017461605714,0.11585441127599891,0.1431034135296694,0.0,0.3955431754874652,0.4315079824633965,0.4444846170359406,0.4065836298932384,0.5618780794126171,0.5640584694754944,0.4357976653696498,0.43664717348927873
14,0.4693877551020408,0.5625,0.625,0.4062749940184128,0.9999999999999998,0.5472222222222223,0.5968335344505056,0.5055839554939686,0.596076423285001,0.0054369651707923804,0.6852367688022284,0.765323848126396,0.7443930988509383,0.6717081850533807,0.7033136894985992,0.6809974204643164,0.9999999999999999,0.5692007797270955
15,0.36734693877551017,0.5625,0.5625,0.37705657706259144,0.9125319693094628,0.5453703703703704,0.0,0.9419620325384931,0.42705664352554884,0.016625467857922023,0.6323119777158774,0.7450161303664489,0.7132543188674342,0.7304270462633451,0.502366921070428,0.6809974204643164,0.32017787659811003,0.5029239766081871
16,0.3265306122448979,0.3125,0.3125,0.34644681803905997,0.4705882352941176,0.5712962962962964,0.46352882382976185,0.22522422445416518,0.5081861378100859,0.01861354422325954,0.19080779944289694,0.2616841756969146,0.2570192188188505,0.24466192170818502,0.2604579267703604,0.2545141874462597,0.05780989438576989,0.2222222222222222
17,0.4285714285714285,0.5625,0.5625,0.39764859570781214,0.2741687979539642,0.5398148148148149,0.42548017461605714,0.2116338007577097,0.42705664352554884,0.01184342718813714,0.3607242339832869,0.4629415170816445,0.43336685233936295,0.4350533807829181,0.46681480050236696,0.5021496130696474,0.5069483046136742,0.4171539961013645
18,0.16326530612244897,0.1875,0.1875,0.19951997684914508,0.33554987212276216,0.7324074074074074,0.6753351379370539,0.6511957860491704,0.35043434336793056,0.0055469286077866236,0.5515320334261838,0.5536851683348499,0.5618086705006383,0.5702846975088968,0.4049850256013912,0.3783319002579536,0.24458032240133407,0.35477582846003897
19,0.6122448979591836,0.625,0.625,0.6984590574248488,0.8061381074168796,0.6305555555555556,0.3885530643736826,0.1675307075135691,0.2016969371796128,0.004315950832068623,0.5292479108635098,0.4779138059392837,0.46048335159930853,0.47064056939501775,0.33233504009274467,0.3645743766122098,0.25792106725958863,0.253411306042885
20,0.3265306122448979,0.625,0.625,0.3060975902353141,0.6710997442455242,0.24907407407407417,0.7241628354960254,0.29853214676777706,0.271558446146853,0.016308286970254455,0.4749303621169917,0.5654727438166929,0.564927067915532,0.5222419928825622,0.5943387112356294,0.4608770421324162,0.5158421345191773,0.6081871345029239
21,0.5306122448979591,0.5625,0.5625,0.48001667559628797,0.2782608695652174,0.6379629629629631,0.7749913549230045,0.45293948061582906,0.43607103177938633,0.05564951660737962,0.6392757660167131,0.5867317395979816,0.5612211463500062,0.6236654804270462,0.5224615979132451,0.3989681857265692,0.23568649249583104,0.24171539961013644
22,0.40816326530612235,0.4375,0.4375,0.4591463853529711,0.2373401534526854,0.35462962962962974,0.4767944423751247,0.08949832441294439,0.15662499591042559,0.002103189246032142,0.20473537604456826,0.2663578459756804,0.26614844023636547,0.26067615658362986,0.23881750555501885,0.2063628546861565,0.32462479155086155,0.27680311890838205
23,0.12244897959183673,0.0625,0.0625,0.16724059885221976,0.3314578005115089,0.0,0.6695265315913712,0.1701212360127805,0.2016969371796128,3.32432441417093e-06,0.1615598885793872,0.2648688890727108,0.2701255267944908,0.26245551601423484,0.2975557917109458,0.4058469475494411,0.08449138410227905,0.2884990253411306
24,0.4897959183673468,0.5625,0.5625,0.468051042523453,0.3723785166240409,0.2564814814814816,0.4519420407487966,0.1888749408496088,0.29184081971798725,0.00012404292863073098,0.18245125348189417,0.35040119116552243,0.3463228897149378,0.32295373665480426,0.3663414162882814,0.4402407566638005,0.1378543635352974,0.26120857699805067
25,0.2040816326530612,0.3125,0.3125,1.0,0.270076726342711,0.0,0.4391334539918544,0.20681926034626288,0.2242329078142064,7.02670925191424e-05,0.17688022284122562,0.31851269749358924,0.317850565491995,0.27313167259786475,0.35088397256303744,0.2545141874462597,0.28904947192884933,0.36257309941520466
26,0.12244897959183673,0.25,0.25,0.1686319435737235,0.9999999999999998,0.5842592592592593,0.24712215374157603,0.24242642097345685,0.2467688784488,0.0030852663790930496,0.5111420612813371,0.5544296467863348,0.5685426011501915,0.5951957295373665,0.6012945609119892,0.6328460877042132,0.302390216787104,0.8226120857699805
27,0.693877551020408,0.8125,0.8125,0.55932378913607,0.1227621483375959,0.43796296296296305,0.6112471293045486,0.7438976168926347,0.9999999999999999,0.011252121130820442,0.5501392757660167,0.6153114401522045,0.0,0.5898576512455516,0.6260264708723795,0.3233018056749785,0.715953307392996,0.5497076023391813
28,0.2857142857142857,0.5625,0.5625,0.28300113782241115,0.42148337595907925,0.6064814814814815,0.6684531508834435,0.40058478823393023,0.36831979110236945,0.013963531378982565,0.7089136490250696,0.7591612209446604,0.7455229529867694,0.7713523131672597,0.694812095449715,0.8667239896818573,0.6403557531962201,0.6159844054580896
29,0.08163265306122447,0.6875,0.6875,0.14163970736404854,0.26598465473145777,0.34166666666666673,0.3697044155750018,0.25011690752877813,0.5172005260639233,0.0006051900004582353,0.37743732590529244,0.49507817023740597,0.49885319805213146,0.49555160142348753,0.4845908607863975,0.7153912295786758,0.3646470261256254,0.530214424951267
30,0.2857142857142857,0.5,0.5,0.266583171918265,0.1309462915601023,0.5546296296296297,0.24712215374157603,0.34888484541293807,0.3819847022563616,0.00837540722159288,0.6211699164345404,0.6958391926544794,0.6858666546148892,0.6681494661921707,0.6847647570283065,0.5640584694754944,0.29794330183435236,0.557504873294347
31,0.40816326530612235,0.375,0.375,0.45246789884421584,0.30281329923273653,0.4231481481481482,0.26247009996409065,0.5663582283265919,0.3726731997656777,0.0019217528341332244,0.5278551532033426,0.66796261063777,0.6274305987097065,0.6147686832740213,0.600521688725727,0.4952708512467756,0.35130628126737073,0.32748538011695905
32,0.3265306122448979,0.4375,0.4375,0.3478381707219478,0.29872122762148334,0.537962962962963,0.5820107532152469,0.0813692684832289,0.06422751630859178,0.0012502067110548712,0.2743732590529248,0.29055339564893706,0.2845424655676952,0.3069395017793594,0.2975557917109458,0.3301805674978504,0.12006670372429126,0.2651072124756335
33,0.4285714285714285,0.15625,0.1875,0.5646109187158657,0.9999999999999998,0.0,0.9548364673085059,1.0,0.9999999999999999,0.0022309150046511206,0.5626740947075209,0.5478120605509141,0.5574248364536138,0.536476868327402,0.5788812675103855,0.4608770421324162,0.5736520289049472,0.6549707602339181
34,0.6122448979591836,0.8125,0.6875,0.49253887097263643,0.07774936061381073,0.5101851851851853,0.5572701493203485,0.2007205151278953,0.20557244804964386,0.006029477110494612,0.35654596100278557,0.49884192240880143,0.5009773238274938,0.48309608540925264,0.5240073422857695,0.39208942390369733,0.4269038354641467,0.5224171539961013
35,0.693877551020408,0.75,0.8125,0.9995477164337317,0.34373401534526854,0.5416666666666667,0.39034628962632884,0.14573742915934887,0.1876119555329918,0.001302711481949277,0.3732590529247911,0.4138472991976177,0.41189962375857275,0.4101423487544484,0.4219882136991595,0.3301805674978504,0.21789883268482488,0.2807017543859649
36,0.26530612244897955,0.03125,0.09375,0.44272841944882346,0.5033248081841432,0.513888888888889,0.7890905888568951,0.5784984737348862,0.493516482941321,0.0011747901748353463,0.5779944289693594,0.6038133840681612,0.6064153117832487,0.6094306049822064,0.6507583808327698,0.4196044711951849,0.5736520289049472,0.5847953216374269
37,0.6122448979591836,0.6875,0.75,0.7922361985289872,0.31508951406649616,0.3953703703703704,0.5560666530028366,0.5294479521730169,0.6974882911406722,0.001721576358134814,0.47214484679665736,0.5221689138886592,0.5178799416995266,0.5435943060498221,0.46526905612984254,0.4539982803095443,0.28904947192884933,0.3001949317738791
38,0.5918367346938774,0.5625,0.5625,1.0,0.6138107416879794,0.7731481481481481,0.6755441455271907,0.22356671571606512,0.27090062116402913,0.016944016356197578,0.2646239554317549,0.31470758540822236,0.3103031398646435,0.3265124555160142,0.2650951598879336,0.2476354256233878,0.17787659811006115,0.38596491228070173
39,0.5510204081632653,0.625,0.625,0.5223138098942918,0.2782608695652174,0.5212962962962964,0.7921028324469837,0.23366678584844602,0.2580368637660968,0.0010427297579116152,0.5612813370473537,0.7016709405244438,0.6740709774368129,0.6129893238434163,0.7172253888513188,0.5434221840068787,0.2846025569760978,0.5107212475633528
40,0.5714285714285714,0.5,0.5,0.5899335375444235,0.040920716112531966,0.6083333333333334,0.489094111029045,1.0,0.9999999999999999,0.09836232698276559,0.6128133704735376,0.7123831582430309,0.6884879162100173,0.7606761565836299,0.7094966669886968,0.58469475494411,0.5514174541411895,0.38596491228070173
41,0.36734693877551017,0.5625,0.5625,0.3503426097972175,0.44603580562659845,0.713888888888889,0.3462390774363145,0.1738992223836939,0.32188879558809247,0.0015186947946229116,0.2701949860724234,0.32190421043924233,0.3157716338820658,0.34252669039145905,0.2828712201719641,0.2132416165090284,0.21345191773207337,0.2651072124756335
42,0.7346938775510203,0.6875,0.6875,0.6387700145907504,0.11457800511508952,0.5305555555555557,0.6314745774861719,0.17720801994639584,0.35944873162176805,0.019818383683485725,0.7311977715877437,0.769583919265448,0.7774300337826386,0.7749110320284697,0.71413390010627,0.7704213241616509,0.9999999999999999,0.9200779727095516
43,0.40816326530612235,0.5625,0.5625,0.3826219877941426,0.41739130434782606,0.8451674119940379,0.42488905609317373,0.4279237960237577,0.5780476467773261,0.016308286970254455,0.5222841225626741,0.5103399784928447,0.5083439727931124,0.5097864768683273,0.5425562747560623,0.5503009458297506,0.5336297943301834,0.4522417153996101
44,0.24489795918367344,0.25,0.25,0.2443215236844711,0.5974424552429667,0.5120370370370371,0.4573836850258075,0.2973313760987632,0.2856172409955966,0.002273544576550489,0.5779944289693594,0.7127140375548019,0.6569423887376139,0.6361209964412811,0.6654429523717516,0.39208942390369733,0.6047804335742079,0.6549707602339181
45,0.12244897959183673,0.4375,0.4375,0.21343350155498717,0.8675191815856776,0.250925925925926,0.4340261400503506,0.13030299752900892,0.1836681606719379,0.016308286970254455,0.20612813370473537,0.3377864174042518,0.33158959178370073,0.31227758007117434,0.39802917592503145,0.2613929492691316,0.2534741523068371,0.31189083820662766
46,0.3265306122448979,0.1875,0.1875,0.3937527986420671,0.3764705882352941,0.48425925925925933,0.6259920878728271,0.7796470716812602,0.3369127609871745,0.0023605636568037867,0.383008356545961,0.5069898254611631,0.5120498943586382,0.4937722419928825,0.4745435223649889,0.35081685296646603,0.2801556420233463,0.27680311890838205
47,0.3265306122448979,0.5,0.5,0.4115621235982086,0.11867007672634271,0.3287037037037038,0.4777985130471829,0.3192359799924716,0.30085520797182463,0.016308286970254455,0.1267409470752089,0.20473157415832577,0.21241257753624007,0.1806049822064057,0.22645155057482372,0.2063628546861565,0.17787659811006115,0.1949317738791423
48,0.24489795918367344,0.3125,0.375,0.24988692910843308,0.4337595907928388,0.0,0.3319668765765067,0.3390070662592784,0.3955062846371178,0.002409515963373245,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0
49,0.6122448979591836,0.5625,0.5625,0.9878604048503317,0.3273657289002557,0.46018518518518525,0.6629677452376346,0.3045266593304702,0.259696367571687,0.002468441243185216,0.44707520891364905,0.4780792455951692,0.4720530579502186,0.49555160142348753,0.4876823495314463,0.2820292347377472,0.24458032240133407,0.4249512670565302
50,0.36734693877551017,0.4375,0.4375,0.3918049133781676,0.39693094629156006,0.3675925925925927,0.551736751986992,0.0895700607486232,0.15662499591042559,0.0006219419881923908,0.1615598885793872,0.2688808007279345,0.2682725660117279,0.2677935943060498,0.31765046855376294,0.3576956147893379,0.15119510839355196,0.5263157894736842
51,0.18367346938775506,0.125,0.1875,0.20035478102825272,0.33964194373401535,0.0,0.11498776419500045,0.18434841516951378,0.2242329078142064,0.00028510970563889516,0.22284122562674097,0.2568864256762346,0.2610866937078423,0.2642348754448398,0.28596270891701286,0.2407566638005159,0.08893829905503056,0.3001949317738791
52,0.5714285714285714,0.5625,0.5625,0.6659014025222402,0.43785166240409207,0.6287037037037038,0.4780152780534917,0.15782491442419816,0.2783192373372311,0.004539430170382055,0.27298050139275765,0.38642567623459345,0.3688747782661258,0.3674377224199288,0.29446430296589704,0.412725709372313,0.17342968315730964,0.21442495126705652
53,0.24489795918367344,0.5,0.5,0.2501652060141176,0.31099744245524297,0.23796296296296304,0.7501764136159741,0.2831872491554238,0.3819847022563616,0.0006728497797113613,0.4415041782729805,0.6131607246256928,0.6099856508524749,0.550711743772242,0.6337551927350015,0.6878761822871883,0.3468593663146192,0.6354775828460039
54,0.4897959183673468,0.5,0.5,0.4502417366746326,0.9999999999999998,0.5787037037037037,0.8057606152463581,1.0,0.9999999999999999,0.05537040372225256,0.9860724233983288,0.9090081892629663,0.8822804975877614,0.8176156583629892,1.0,0.8873602751504729,0.9999999999999999,1.0
55,0.2857142857142857,0.4375,0.4375,0.27827053657755824,0.2741687979539642,0.0,0.9824885737592104,0.20806361405827967,0.2467688784488,0.016308286970254455,0.18802228412256267,0.2790966994788651,0.2807009615058696,0.2695729537366548,0.3485653560042508,0.2476354256233878,0.1378543635352974,0.2300194931773879
56,0.9999999999999999,1.0,1.0,1.0,0.3273657289002557,1.0,0.3776086319987805,0.34320856326664306,0.38461915722354567,0.030485814814401987,0.479108635097493,0.5434692695839193,0.5332007637813958,0.5329181494661921,0.3555212056806106,0.7085124677558039,0.24458032240133407,0.5029239766081871
57,0.30612244897959184,0.3125,0.3125,0.26407873284299554,0.5687979539641943,0.21203703703703713,0.3190537440884883,0.051415016222131564,0.10028506932394156,5.951192529682469e-05,0.19220055710306405,0.2577136239556622,0.261222276204142,0.25533807829181493,0.27591537049560433,0.4402407566638005,0.08004446914952751,0.1793372319688109
58,0.9795918367346937,1.0,1.0,1.0,0.4092071611253197,0.5527777777777778,0.5738142913435923,0.8308121455899261,0.01239478384902648,0.005469165489627684,0.9025069637883009,1.0,0.9978419786005626,0.9919928825622775,0.9073519466718192,0.8598452278589853,0.6092273485269594,1.0
59,0.7346938775510203,1.0,1.0,0.5732373159649478,0.9329923273657288,0.11759259259259264,0.48697533301598206,1.0,0.9999999999999999,0.07216199002663566,0.9066852367688022,0.8963520555877245,0.9089902493588077,0.8816725978647686,0.9413583228673559,0.9561478933791917,0.9999999999999999,0.8654970760233918
60,0.8163265306122448,1.0,1.0,0.7401996379114826,0.2332480818414322,0.5101851851851853,0.5356468994601794,0.5062100934527838,0.3860817417177308,0.0010723879463125517,0.5779944289693594,0.5524443709157085,0.5535833323917881,0.5845195729537366,0.5526036131774709,0.4471195184866724,0.2846025569760978,0.580896686159844
61,0.6122448979591836,0.875,0.875,0.5072871881808887,0.20051150895140663,0.3916666666666667,0.47390546467956096,0.1309144150258784,0.2016969371796128,0.012707001933257602,0.5362116991643454,0.5354454462734718,0.5394827527766165,0.5649466192170818,0.5873828615592697,0.6947549441100601,0.6536964980544746,0.6354775828460039
62,0.5714285714285714,0.75,0.75,0.5356707829117996,0.5687979539641943,0.4268518518518519,0.39220262467454986,1.0,0.6073444086022978,0.14180994341934663,0.6963788300835655,0.8456861609727853,0.8257877907962081,0.8282918149466192,0.7782822915660323,0.7979363714531384,0.631461923290717,0.5458089668615984
63,0.44897959183673464,0.5625,0.5625,0.3884656701237899,0.5606138107416879,0.0,0.7306341519980026,0.20484096775359178,0.7110098735214283,0.016308286970254455,0.06685236768802227,0.17449747704524776,0.18904719400725364,0.17348754448398573,0.17157762535020774,0.06878761822871883,0.075597554196776,0.13255360623781676
64,0.7755102040816325,0.625,0.625,0.755504496192893,0.3314578005115089,0.5657407407407408,0.7567529649317306,0.9093608033351563,0.6974882911406722,0.008448379401625516,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0
65,0.693877551020408,0.3125,0.375,0.5982816536417502,0.9999999999999998,0.5990740740740741,0.5243942465798621,0.32836922458827217,0.539736496698517,0.010149879447612004,0.5793871866295265,0.5130283729009844,0.50621984701775,0.5151245551601423,0.5031397932566902,0.5296646603611349,0.47581989994441354,0.3898635477582846
66,0.44897959183673464,0.5,0.5,0.5568193500608002,0.3887468030690537,0.12685185185185194,0.4938817462974436,0.23434549844451402,0.2242329078142064,0.0030115771879122605,0.35654596100278557,0.42220200181983625,0.4164642344673302,0.4225978647686832,0.4273983190029949,0.23387790197764405,0.16008893829905504,0.24561403508771928
67,0.8979591836734694,1.0,0.9375,0.8083758875274483,0.9329923273657288,0.0,0.5763130141984775,0.41115543301489843,0.5622724673331105,0.002456154279419114,0.6434540389972145,0.6308214078914717,0.6239506479713469,0.6129893238434163,0.5943387112356294,0.3370593293207223,0.5869927737632017,0.5925925925925926
68,0.40816326530612235,0.3125,0.3125,0.473059912181849,0.29872122762148334,0.5435185185185186,0.10545242808117256,0.58298966594146,0.4586070024139799,0.005754014463939979,0.35515320334261835,0.4322938208288527,0.43070039657880166,0.4653024911032028,0.4173509805815864,0.22699914015477216,0.36020011117287376,0.38596491228070173
69,0.44897959183673464,0.5625,0.5625,0.44384150053361504,0.4132992327365729,0.5472222222222223,0.6712028874430399,0.16975751293081423,0.42705664352554884,0.010156625870687821,0.4665738161559888,0.4497063446108032,0.44480097619397335,0.47064056939501775,0.42971693556178153,0.5365434221840069,0.35130628126737073,0.3820662768031189
70,0.693877551020408,0.6875,0.6875,0.697067672896425,0.2741687979539642,0.5990740740740741,0.5256546615929247,0.17304906932978442,0.31356549540973544,0.006961461237432179,0.31197771587743733,0.37257010505418153,0.36995943823652366,0.3763345195729537,0.2828712201719641,0.3439380911435942,0.1423012784880489,0.26900584795321636
71,0.3265306122448979,0.3125,0.3125,0.3979268726134986,0.6833759590792838,0.0,0.760436151017065,0.24750683540662777,0.2016969371796128,0.0019585811340157057,0.6782729805013927,0.6790057076681281,0.6829290338617284,0.6966192170818505,0.7295913438315139,0.3301805674978504,0.4580322401334074,0.6432748538011696
72,0.510204081632653,0.5,0.5,0.46471181731488065,0.3519181585677749,0.45092592592592595,0.5666702209951129,0.03595726537223796,0.12056744289507579,0.0012299022589957684,0.23119777158774374,0.29373810902473324,0.290282124577717,0.34430604982206403,0.20944836247705537,0.2132416165090284,0.1245136186770428,0.27680311890838205
73,0.40816326530612235,0.5,0.4375,0.35201222877061117,0.834782608695652,0.6305555555555556,0.6490069862069116,0.659657541878264,0.5848084379677041,0.004660181366014441,0.28133704735376047,0.36251964595913644,0.3642649733919351,0.3834519572953736,0.36324992754323254,0.23387790197764405,0.38688160088938295,0.2807017543859649
74,0.6122448979591836,0.8125,0.8125,0.49253887097263643,0.8388746803069053,1.0,0.24002228813091783,0.21115662427111115,0.17916096654501917,0.0023765008591423126,0.48328690807799446,0.4529324179005708,0.44764820861626764,0.4350533807829181,0.4459472514732876,0.2751504729148753,0.41356309060589214,0.4678362573099415
75,0.40816326530612235,0.4375,0.4375,0.2966363877456054,0.44194373401534526,0.5472222222222223,0.5769204734394826,0.24733322343512643,0.5848084379677041,0.018233789046064246,0.3607242339832869,0.38307552320291177,0.3811675912639678,0.3852313167259786,0.3269249347889093,0.3989681857265692,0.26681489716509166,0.2651072124756335
76,0.7755102040816325,0.875,0.875,0.7880621510955016,0.33964194373401535,0.537962962962963,0.5228616646783972,0.6457567881467658,0.43156383765246764,0.034900973916242535,0.4665738161559888,0.6713127636694516,0.6248545312800117,0.6201067615658362,0.5742440343928124,0.4264832330180568,0.2534741523068371,0.8732943469785575
77,0.2040816326530612,0.25,0.25,0.23792131408140152,0.2823529411764706,0.4657407407407408,0.5268255675871056,0.4463388429388044,0.42705664352554884,0.0007357838036698325,0.3802228412256268,0.36760691537761603,0.375427932253946,0.3763345195729537,0.3547483334943484,0.4058469475494411,0.35575319622012225,0.3742690058479532
78,0.09183673469387754,0.5625,0.5625,0.13913526828877912,0.9999999999999998,0.3842592592592593,0.36865723282703405,0.11734806348587368,0.025916366229782647,0.016308286970254455,0.3370473537604457,0.4832078749276202,0.4855209192493249,0.4261565836298932,0.3988020481112936,0.35081685296646603,0.32017787659811003,0.2884990253411306
79,0.4897959183673468,0.5625,0.5625,1.0,0.33964194373401535,0.2027777777777779,0.48147448238167057,0.17151257610167495,0.2016969371796128,0.016308286970254455,0.2604456824512535,0.3834064025146828,0.3892573468765182,0.34252669039145905,0.4768621389237755,0.4883920894239037,0.24013340744858255,0.45614035087719296
80,0.30612244897959184,0.4375,0.5,1.0,0.728388746803069,0.5083333333333334,0.4813978646818877,0.31434322144075316,0.2129649224969096,0.016308286970254455,0.16434540389972147,0.2755811067912979,0.2883387754640876,0.29270462633451955,0.2643222877016714,0.2476354256233878,0.13340744858254586,0.36257309941520466
81,0.5714285714285714,0.625,0.625,0.4869734390107269,0.3314578005115089,0.5953703703703704,0.1263074982007636,1.0,0.9999999999999999,6.0815581929832894e-05,0.658774373259053,0.823393167342212,0.8006146406498921,0.7944839857651245,0.9398125784948315,1.0,0.9999999999999999,0.4756335282651072
82,0.19387755102040813,0.0625,0.125,0.23068627482279574,0.9999999999999998,0.6805555555555556,0.1974025274411897,0.014777706974094397,0.0736926239751211,0.00482841825450415,0.20612813370473537,0.2578790636115477,0.25421718056198944,0.24644128113879,0.23649888899623228,0.2132416165090284,0.20455808782657034,0.24561403508771928
83,0.3265306122448979,0.5,0.5,0.3453337316466781,0.46649616368286445,0.6694444444444445,0.5883594174604536,1.0,0.6974882911406722,0.12518982055361996,0.82033426183844,1.0,1.0,0.9564056939501778,1.0,0.9079965606190885,0.9999999999999999,1.0
84,0.5714285714285714,0.625,0.6875,0.6976242267077951,0.4132992327365729,0.4620370370370371,0.44978940425133274,0.24237784017539754,0.2016969371796128,0.0007982941392225761,0.5919220055710307,0.5662999420961204,0.5660117278859299,0.5756227758007118,0.5974301999806783,0.3783319002579536,0.26236798221234015,0.4522417153996101
85,0.08163265306122447,0.0,0.0,0.6956763414438956,0.7693094629156009,0.4472222222222223,0.5185178059620787,0.039109321114786176,0.11155305464123835,0.00026597854454949956,0.4623955431754875,0.5348664074778725,0.5419684318754449,0.5044483985765125,0.5989759443532027,0.3852106620808255,0.48026681489716505,0.4756335282651072
86,0.44235372139993356,0.5300744047619046,0.5321902901785714,0.7216881292395515,0.5717802061536076,0.8451674119940379,0.5042232267103278,0.4982972651192298,0.535914135981785,0.016308286970254455,0.5654596100278552,0.5212589957812888,0.5028302846102568,0.5311387900355872,0.4884552217177085,0.6534823731728289,0.6759310728182323,0.3508771929824561
87,0.2040816326530612,0.375,0.375,0.22957319267648554,0.3314578005115089,0.37129629629629635,0.32469010479378,0.1295721795172326,0.1836681606719379,0.0001448036605113867,0.3481894150417827,0.33993713293076355,0.3446507055939078,0.31049822064056937,0.40189353685634244,0.3370593293207223,0.302390216787104,0.24561403508771928
88,0.6530612244897959,0.6875,0.6875,0.9995477164337317,0.44194373401534526,0.7398148148148149,0.8361390373027195,0.14134235098451506,0.2016969371796128,0.003830860198926269,0.2938718662952646,0.4678633468442386,0.434496706475194,0.442170818505338,0.3547483334943484,0.4815133276010318,0.32462479155086155,0.26900584795321636
89,0.40816326530612235,0.5625,0.5625,0.3617516975508257,0.3682864450127877,0.8472222222222223,0.5839641699825242,0.12780783012464042,0.2016969371796128,0.006477869809417785,0.34401114206128136,0.4341963768715361,0.42911860078863817,0.445729537366548,0.36943290503333015,0.5159071367153912,0.35575319622012225,0.3079922027290448
90,0.2857142857142857,0.6875,0.6875,0.3060975902353141,0.8306905370843989,0.3675925925925927,0.7579829320537144,0.1677694539827381,0.4045206728909553,0.004621430172598272,0.754874651810585,0.737819505335429,0.7176381529144588,0.7677935943060498,0.6886291179596175,0.4608770421324162,0.9071706503613118,0.6042884990253411
